name,cat,hold_days,signals,wins,losses,wr,avg,med,max_g,max_l,avg_w,avg_l,pl,stop_cnt,tp_cnt,exp_cnt,composite
S2_底部_d15_p5_v2.0,S2-底部放量反转,4,130,72,58,55.38461538461539,0.9470060767805489,0.6933333333333236,32.87671232876712,-12.384937238493709,4.888677216121087,-3.946102923780121,1.238862064813565,29,73,28,51.445469161040904
S2_底部_d20_p4_v1.8,S2-底部放量反转,4,401,201,200,50.12468827930174,0.8714181362345716,0.046210720887240875,45.18716577540105,-15.02311248073961,5.4872209147531175,-3.767463656176566,1.4564761376681354,97,239,65,50.678949402206406
A_竞价_g3-6_p7_v1.5,A-竞价追涨,4,177,70,107,39.548022598870055,0.06500104888976768,-1.0321903428971213,36.30454967502321,-17.09090909090909,9.502142108291926,-6.108829550719121,1.5554767127482465,64,98,15,41.15702401658889
A_竞价_g3-7_p5_v1.5,A-竞价追涨,4,285,122,163,42.80701754385965,0.1700962644816503,-0.9551098376313405,36.30454967502321,-19.00532859680285,8.60723361926993,-6.144816356893625,1.4007308142925732,100,159,26,44.671332510068154
B_龙头_r20_d8_pb50,B-龙头回调,4,5009,2049,2960,40.906368536634055,0.5540783234860447,-0.9967672413793038,49.14502849905005,-20.23346303501946,6.95654456946894,-3.877899155574409,1.793895171169945,3702,654,653,50.785622599816364
B_龙头_r15_d5_pb30,B-龙头回调,4,3070,1284,1786,41.82410423452769,0.7275785228062586,-0.8902077151335397,49.03129657228018,-19.264158743282344,7.008409584616407,-3.7878677724704697,1.8502255109199552,2149,500,421,50.15543981711905
B_龙头_r20_d5_pb40,B-龙头回调,4,3323,1363,1960,41.01715317484201,0.5878517181976017,-1.0060362173038184,47.00084483244158,-19.264158743282344,7.0522653757606175,-3.9075543099954624,1.8047773149872886,2431,468,424,49.79641650631083
C_追涨_vy1.5_va3_p5,C-追涨突破,4,600,269,331,44.83333333333333,0.5981347847267198,-0.5905006418485348,45.18716577540105,-18.71559633027524,7.582639512066507,-5.078094132658184,1.4932057803539163,169,344,87,48.0206321718424
C_追涨_vy2_va3_p5,C-追涨突破,4,463,215,248,46.436285097192226,0.8718873751007712,-0.3583159151985815,45.18716577540105,-18.71559633027524,7.827563965158842,-5.158235475151184,1.5174886844283553,128,264,71,48.47001292056801
C_追涨_vy1.5_va2_p5,C-追涨突破,4,1093,486,607,44.4647758462946,0.6681792080979606,-0.7031249999999933,45.18716577540105,-18.71559633027524,7.585377840042603,-4.8701379832119125,1.5575283218238425,318,615,160,49.32013377866456
